      t(s)           x(m)           y(m)
 119.92000        7.80269        3.54111
 119.93000        7.80011        3.54200
 119.94000        7.79754        3.54289
 119.95000        7.79496        3.54378
 119.96000        7.79238        3.54466
 119.97000        7.78980        3.54555
 119.98000        7.78722        3.54644
 119.99000        7.78464        3.54733
 120.00000        7.78206        3.54821
 120.01000        7.77948        3.54910
 120.02000        7.77689        3.54999
 120.03000        7.77430        3.55087
 120.04000        7.77172        3.55175
 120.05000        7.76913        3.55264
 120.06000        7.76654        3.55352
 120.07000        7.76395        3.55440
 120.08000        7.76135        3.55529
 120.09000        7.75876        3.55617
 120.10000        7.75616        3.55705
 120.11000        7.75357        3.55793
 120.12000        7.75097        3.55881
 120.13000        7.74837        3.55969
 120.14000        7.74577        3.56057
 120.15000        7.74317        3.56144
 120.16000        7.74057        3.56232
 120.17000        7.73796        3.56320
 120.18000        7.73536        3.56407
 120.19000        7.73275        3.56495
 120.20000        7.73014        3.56582
 120.21000        7.72754        3.56670
 120.22000        7.72492        3.56757
 120.23000        7.72231        3.56845
 120.24000        7.71970        3.56932
 120.25000        7.71709        3.57019
 120.26000        7.71447        3.57106
 120.27000        7.71186        3.57193
 120.28000        7.70924        3.57280
 120.29000        7.70662        3.57367
 120.30000        7.70400        3.57454
 120.31000        7.70138        3.57541
 120.32000        7.69875        3.57628
 120.33000        7.69613        3.57715
 120.34000        7.69350        3.57802
 120.35000        7.69088        3.57888
 120.36000        7.68825        3.57975
 120.37000        7.68562        3.58061
 120.38000        7.68299        3.58148
 120.39000        7.68036        3.58234
 120.40000        7.67773        3.58320
 120.41000        7.67509        3.58407
 120.42000        7.67246        3.58493
 120.43000        7.66982        3.58579
 120.44000        7.66718        3.58665
 120.45000        7.66454        3.58751
 120.46000        7.66190        3.58837
 120.47000        7.65926        3.58923
 120.48000        7.65662        3.59009
 120.49000        7.65397        3.59095
 120.50000        7.65133        3.59181
 120.51000        7.64868        3.59266
 120.52000        7.64603        3.59352
 120.53000        7.64339        3.59438
 120.54000        7.64073        3.59523
 120.55000        7.63808        3.59609
 120.56000        7.63543        3.59694
 120.57000        7.63278        3.59779
 120.58000        7.63012        3.59865
 120.59000        7.62746        3.59950
 120.60000        7.62480        3.60035
 120.61000        7.62215        3.60120
 120.62000        7.61948        3.60205
 120.63000        7.61682        3.60290
 120.64000        7.61416        3.60375
 120.65000        7.61149        3.60460
 120.66000        7.60883        3.60545
 120.67000        7.60616        3.60629
 120.68000        7.60349        3.60714
 120.69000        7.60082        3.60799
 120.70000        7.59815        3.60883
 120.71000        7.59548        3.60968
 120.72000        7.59281        3.61052
 120.73000        7.59013        3.61136
 120.74000        7.58746        3.61221
 120.75000        7.58478        3.61305
 120.76000        7.58210        3.61389
 120.77000        7.57942        3.61473
 120.78000        7.57674        3.61557
 120.79000        7.57406        3.61641
 120.80000        7.57137        3.61725
 120.81000        7.56869        3.61809
 120.82000        7.56600        3.61893
 120.83000        7.56332        3.61977
 120.84000        7.56063        3.62061
 120.85000        7.55794        3.62144
 120.86000        7.55525        3.62228
 120.87000        7.55255        3.62311
 120.88000        7.54986        3.62395
 120.89000        7.54716        3.62478
 120.90000        7.54447        3.62561
 120.91000        7.54177        3.62645
 120.92000        7.53907        3.62728
 120.93000        7.53637        3.62811
 120.94000        7.53367        3.62894
 120.95000        7.53097        3.62977
 120.96000        7.52826        3.63060
 120.97000        7.52556        3.63143
 120.98000        7.52285        3.63226
 120.99000        7.52014        3.63309
 121.00000        7.51743        3.63391
 121.01000        7.51472        3.63474
 121.02000        7.51201        3.63557
 121.03000        7.50930        3.63639
 121.04000        7.50658        3.63722
 121.05000        7.50386        3.63804
 121.06000        7.50115        3.63886
 121.07000        7.49843        3.63969
 121.08000        7.49571        3.64051
 121.09000        7.49299        3.64133
 121.10000        7.49027        3.64215
 121.11000        7.48754        3.64297
 121.12000        7.48482        3.64379
 121.13000        7.48209        3.64461
 121.14000        7.47936        3.64543
 121.15000        7.47664        3.64624
 121.16000        7.47391        3.64706
 121.17000        7.47117        3.64788
 121.18000        7.46844        3.64869
 121.19000        7.46571        3.64951
 121.20000        7.46297        3.65032
 121.21000        7.46024        3.65114
 121.22000        7.45750        3.65195
 121.23000        7.45476        3.65276
 121.24000        7.45202        3.65357
 121.25000        7.44928        3.65439
 121.26000        7.44653        3.65520
 121.27000        7.44379        3.65601
 121.28000        7.44104        3.65682
 121.29000        7.43830        3.65763
 121.30000        7.43555        3.65843
 121.31000        7.43280        3.65924
 121.32000        7.43005        3.66005
 121.33000        7.42729        3.66085
 121.34000        7.42454        3.66166
 121.35000        7.42179        3.66246
 121.36000        7.41903        3.66327
 121.37000        7.41627        3.66407
 121.38000        7.41351        3.66488
 121.39000        7.41075        3.66568
 121.40000        7.40799        3.66648
 121.41000        7.40523        3.66728
 121.42000        7.40247        3.66808
 121.43000        7.39970        3.66888
 121.44000        7.39693        3.66968
 121.45000        7.39417        3.67048
 121.46000        7.39140        3.67128
 121.47000        7.38863        3.67207
 121.48000        7.38585        3.67287
 121.49000        7.38308        3.67366
 121.50000        7.38031        3.67446
 121.51000        7.37753        3.67525
 121.52000        7.37475        3.67605
 121.53000        7.37197        3.67684
 121.54000        7.36919        3.67763
 121.55000        7.36641        3.67843
 121.56000        7.36363        3.67922
 121.57000        7.36085        3.68001
 121.58000        7.35806        3.68080
 121.59000        7.35528        3.68159
 121.60000        7.35249        3.68238
 121.61000        7.34970        3.68316
 121.62000        7.34691        3.68395
 121.63000        7.34412        3.68474
 121.64000        7.34132        3.68552
 121.65000        7.33853        3.68631
 121.66000        7.33573        3.68709
 121.67000        7.33294        3.68788
 121.68000        7.33014        3.68866
 121.69000        7.32734        3.68944
 121.70000        7.32454        3.69022
 121.71000        7.32174        3.69101
 121.72000        7.31893        3.69179
 121.73000        7.31613        3.69257
 121.74000        7.31332        3.69335
 121.75000        7.31051        3.69412
 121.76000        7.30770        3.69490
 121.77000        7.30489        3.69568
 121.78000        7.30208        3.69646
 121.79000        7.29927        3.69723
 121.80000        7.29645        3.69801
 121.81000        7.29364        3.69878
 121.82000        7.29082        3.69956
 121.83000        7.28800        3.70033
 121.84000        7.28518        3.70110
 121.85000        7.28236        3.70187
 121.86000        7.27954        3.70264
 121.87000        7.27672        3.70341
 121.88000        7.27389        3.70418
 121.89000        7.27107        3.70495
 121.90000        7.26824        3.70572
 121.91000        7.26541        3.70649
 121.92000        7.26258        3.70726
 121.93000        7.25975        3.70802
 121.94000        7.25691        3.70879
 121.95000        7.25408        3.70955
 121.96000        7.25124        3.71032
 121.97000        7.24841        3.71108
 121.98000        7.24557        3.71185
 121.99000        7.24273        3.71261
 122.00000        7.23989        3.71337
 122.01000        7.23705        3.71413
 122.02000        7.23420        3.71489
 122.03000        7.23136        3.71565
 122.04000        7.22851        3.71641
 122.05000        7.22566        3.71717
 122.06000        7.22281        3.71792
 122.07000        7.21996        3.71868
 122.08000        7.21711        3.71944
 122.09000        7.21426        3.72019
 122.10000        7.21140        3.72095
 122.11000        7.20855        3.72170
 122.12000        7.20569        3.72245
 122.13000        7.20283        3.72321
 122.14000        7.19997        3.72396
 122.15000        7.19711        3.72471
